plan_id,data_id,outCardinality_count,outCardinality_mean,outCardinality_std,outCardinality_min,outCardinality_10%,outCardinality_50%,outCardinality_90%,outCardinality_max,outCardinality_kurtosis,outCardinality_skew,selectivity_mean,selectivity_min,selectivity_max,sourceCardinalitySum,sourceCardinalityProd,sourceOutCard_mean,sourceOutCard_std,sourceOutCard_min,sourceOutCard_max,joinOutCard_mean,joinOutCard_std,joinOutCard_min,joinOutCard_max,joinOutCard_sum,joinOutCard_prod,groupbyOutCard_mean,groupbyOutCard_std,groupbyOutCard_min,groupbyOutCard_max,filterOutCard_mean,filterOutCard_std,filterOutCard_min,filterOutCard_max,tables,t_0,t_1,t_2,t_3,t_4,t_5,t_6,Log_sourceCardinalitySum,netRunTime,Log_netRunTime,pred_Log_netRunTime,unc_low_Log_netRunTime,unc_up_Log_netRunTime
Job101v0,5GB,3.0,16667.333333333332,28866.9361092121,1.0,1.0,1.0,40000.2,50000.0,-1.4999999999999993,0.707106781186548,1.0,1.0,1.0,50000.0,50000.0,50000.0,0.0,50000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,['supplier'],0.0,0.0,0.0,0.0,0.0,0.0,50000.0,10.819778284410283,,,2.545017603035203,1.5829855984807284,2.9422293476474293
Job101v1,5GB,3.0,9.0,13.856406460551018,1.0,1.0,1.0,20.2,25.0,-1.5,0.7071067811865475,1.0,1.0,1.0,25.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,['nation'],0.0,0.0,25.0,0.0,0.0,0.0,0.0,3.2188758248682006,,,1.737326985711529,0.00995033048093319,2.3025851249694824
Job101v2,5GB,3.0,9999932.333333334,17320389.14153332,1.0,1.0,1.0,23999836.2,29999795.0,-1.5000000000000004,0.7071067811865472,1.0,1.0,1.0,29999795.0,29999795.0,29999795.0,0.0,29999795.0,29999795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,['lineitem'],0.0,29999795.0,0.0,0.0,0.0,0.0,0.0,17.21670110626975,,,7.149723029037573,6.186625556118693,7.651708775677477
Job101v3,5GB,3.0,2500000.6666666665,4330126.441571924,1.0,1.0,1.0,6000000.2,7500000.0,-1.5,0.7071067811865479,1.0,1.0,1.0,7500000.0,7500000.0,7500000.0,0.0,7500000.0,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,['orders'],0.0,0.0,0.0,7500000.0,0.0,0.0,0.0,15.830413578506539,,,6.863604000487237,6.137120261804959,7.236718813585713
Job101v4,5GB,3.0,250000.66666666666,433012.1245419501,1.0,1.0,1.0,600000.2,750000.0,-1.5,0.7071067811865477,1.0,1.0,1.0,750000.0,750000.0,750000.0,0.0,750000.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,['customer'],750000.0,0.0,0.0,0.0,0.0,0.0,0.0,13.527828485512494,350.0,5.857933154483459,,,
Job102v0,5GB,9.0,4249977.888888889,9963931.149009604,1.0,1.0,1.0,11999959.000000004,29999795.0,3.3040968325752376,2.2254424372887516,1.0,1.0,1.0,38249795.0,1.68748846875e+20,12749931.666666666,15315317.945247117,750000.0,29999795.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['customer', 'orders', 'lineitem']",750000.0,29999795.0,0.0,7500000.0,0.0,0.0,0.0,17.45964875874533,,,9.333249010897807,8.650938989892893,9.624555884703485
Job102v1,5GB,9.0,3783311.222222222,9919483.390052991,1.0,1.0,1.0,9199959.000000004,29999795.0,3.8819392870772154,2.3964092205165315,1.0,1.0,1.0,34049795.0,5.999959e+18,11349931.666666666,16271560.366603086,50000.0,29999795.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['partsupp', 'lineitem', 'supplier']",0.0,29999795.0,0.0,0.0,0.0,4000000.0,50000.0,17.343334569983668,,,9.827952606163212,9.44947590160851,10.61098730191654
Job102v2,5GB,9.0,3888866.777777778,9879765.538110567,1.0,1.0,1.0,9199959.000000004,29999795.0,3.881931770195604,2.395618653833607,1.0,1.0,1.0,34999795.0,1.1999918e+20,11666598.333333334,15947713.786433725,1000000.0,29999795.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['part', 'lineitem', 'partsupp']",0.0,29999795.0,0.0,0.0,1000000.0,4000000.0,0.0,17.370852762293676,,,9.338016580343552,9.448526902982776,9.556717186753723
Job102v3,5GB,9.0,4172200.111111111,9997342.872843957,1.0,1.0,1.0,11999959.000000004,29999795.0,3.2955048355479315,2.2238185610385424,1.0,1.0,1.0,37549795.0,1.1249923125e+19,12516598.333333334,15592377.922049232,50000.0,29999795.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['supplier', 'lineitem', 'orders']",0.0,29999795.0,0.0,7500000.0,0.0,0.0,50000.0,17.44117847677203,,,9.235467351952455,8.63203195604442,9.627140171346594
Job102v4,5GB,9.0,916670.1111111111,2481177.7235617083,1.0,1.0,1.0,2100000.0000000014,7500000.0,3.9880325898398263,2.4297237843635227,1.0,1.0,1.0,8250025.0,140625000000000.0,2750008.3333333335,4130669.588602837,25.0,7500000.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['nation', 'customer', 'orders']",750000.0,0.0,25.0,7500000.0,0.0,0.0,0.0,15.925726788609303,,,8.140000048663872,8.032711504100712,8.333111115966785
Job103v0,5GB,7.0,4571399.857142857,11222773.153019628,1.0,1.0,1.0,12599918.000000011,29999795.0,2.1501254107952237,2.033739244400138,1.0,1.0,1.0,30999795.0,29999795000000.0,15499897.5,20505951.697519735,1000000.0,29999795.0,1000000.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['lineitem', 'part']",0.0,29999795.0,0.0,0.0,1000000.0,0.0,0.0,17.249491149524328,,,8.759959010792048,7.907705143305411,9.54576139192513
Job103v1,5GB,7.0,4571399.857142857,11222773.153019628,1.0,1.0,1.0,12599918.000000011,29999795.0,2.1501254107952237,2.033739244400138,1.0,1.0,1.0,30999795.0,29999795000000.0,15499897.5,20505951.697519735,1000000.0,29999795.0,1000000.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['lineitem', 'part']",0.0,29999795.0,0.0,0.0,1000000.0,0.0,0.0,17.249491149524328,,,8.759959010792048,7.907705143305411,9.54576139192513
Job103v2,5GB,7.0,1285714.857142857,2762956.1808221177,1.0,1.0,1.0,3450000.0000000023,7500000.0,2.0128350932864967,1.9730225212151375,1.0,1.0,1.0,8250000.0,5625000000000.0,4125000.0,4772970.773009196,750000.0,7500000.0,750000.0,0.0,750000.0,750000.0,750000.0,750000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['orders', 'customer']",750000.0,0.0,0.0,7500000.0,0.0,0.0,0.0,15.925723758310864,,,8.246749537187977,8.23809255125678,8.329537651755594
Job103v3,5GB,7.0,107150.57142857143,283469.9533024368,1.0,1.0,1.0,300015.0000000003,750000.0,2.166666651799268,2.0412414454911114,1.0,1.0,1.0,750025.0,18750000.0,375012.5,530312.408220381,25.0,750000.0,25.0,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['customer', 'nation']",750000.0,0.0,25.0,0.0,0.0,0.0,0.0,13.527861818290283,220.0,5.393627546352362,,,
Job103v4,5GB,7.0,857143.4285714285,1463849.719062816,1.0,1.0,1.0,2200000.000000001,4000000.0,1.2229642793086786,1.6373576505373586,1.0,1.0,1.0,5000000.0,4000000000000.0,2500000.0,2121320.343559643,1000000.0,4000000.0,1000000.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['partsupp', 'part']",0.0,0.0,0.0,0.0,1000000.0,4000000.0,0.0,15.424948470398375,,,7.37673653766229,6.977695465737492,8.270511353701071
Job104v0,5GB,12.0,3466650.5833333335,8676172.721566457,1.0,1.0,3.0,7150000.000000002,29999795.0,5.701474245385096,2.6712675970511017,1.0,1.0,1.0,41499795.0,8.9999385e+20,13833265.0,14109571.89927019,4000000.0,29999795.0,1.0,0.0,1.0,1.0,2.0,1.0,50000.5,70704.31415762407,5.0,99996.0,1.0,0.0,1.0,1.0,"['partsupp', 'lineitem', 'orders']",0.0,29999795.0,0.0,7500000.0,0.0,4000000.0,0.0,17.54119904542969,,,9.6349659002127,9.35261735886824,9.690741722441254
Job104v1,5GB,12.0,420840.0833333333,1162959.5276707108,1.0,1.0,13.0,905000.0000000003,4000000.0,5.919804388152672,2.736060816406642,1.0,1.0,1.0,5050000.0,2e+17,1683333.3333333333,2061754.9159231642,50000.0,4000000.0,1.0,0.0,1.0,1.0,2.0,1.0,25.0,0.0,25.0,25.0,1.0,0.0,1.0,1.0,"['part', 'partsupp', 'supplier']",0.0,0.0,0.0,0.0,1000000.0,4000000.0,50000.0,15.434898801251542,,,6.680368189822016,5.836331144670296,7.421288268778881
Job104v2,5GB,12.0,2839983.4166666665,8629781.575023318,1.0,1.0,5000.5,3605000.0000000014,29999795.0,6.741330449606638,2.9266084529877707,1.0,1.0,1.0,34049795.0,5.999959e+18,11349931.666666666,16271560.366603086,50000.0,29999795.0,1.0,0.0,1.0,1.0,2.0,1.0,10000.0,0.0,10000.0,10000.0,1.0,0.0,1.0,1.0,"['supplier', 'lineitem', 'partsupp']",0.0,29999795.0,0.0,0.0,0.0,4000000.0,50000.0,17.343334569983668,,,9.887513634771413,9.475863407783677,10.570532179594117
Job104v3,5GB,12.0,687503.6666666666,2156186.9648341695,1.0,1.0,2.0,675002.5000000002,7500000.0,6.892944173294053,2.9639772485677103,1.0,1.0,1.0,8250025.0,140625000000000.0,2750008.3333333335,4130669.588602837,25.0,7500000.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,1.4142135623730951,3.0,5.0,1.0,0.0,1.0,1.0,"['nation', 'customer', 'orders']",750000.0,0.0,25.0,7500000.0,0.0,0.0,0.0,15.925726788609303,,,8.087221572509335,7.795646667480469,8.33058428140177
Job104v4,5GB,12.0,2837489.6666666665,8630674.832683207,1.0,1.0,13.0,3605000.0000000014,29999795.0,6.7408791766661516,2.9264986511735787,1.0,1.0,1.0,34049795.0,5.999959e+18,11349931.666666666,16271560.366603086,50000.0,29999795.0,1.0,0.0,1.0,1.0,2.0,1.0,25.0,0.0,25.0,25.0,1.0,0.0,1.0,1.0,"['lineitem', 'partsupp', 'supplier']",0.0,29999795.0,0.0,0.0,0.0,4000000.0,50000.0,17.343334569983668,,,9.885525409415537,9.472605660820797,10.585965135162754
Job105v0,5GB,5.0,10499959.2,11374225.072875325,1.0,3000000.6,7500000.0,20999877.000000004,29999795.0,-0.06900209422258685,1.1731200622512128,1.0,1.0,1.0,37499795.0,224998462500000.0,18749897.5,15909757.619807176,7500000.0,29999795.0,7500000.0,0.0,7500000.0,7500000.0,7500000.0,7500000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['lineitem', 'orders']",0.0,29999795.0,0.0,7500000.0,0.0,0.0,0.0,17.43984602425903,,,9.692773630408443,9.446391106500432,9.804402915135567
Job105v1,5GB,5.0,1950000.2,3119494.995187554,1.0,300000.6,750000.0,4800000.000000001,7500000.0,0.1992550284226966,1.4580549224388466,1.0,1.0,1.0,8250000.0,5625000000000.0,4125000.0,4772970.773009196,750000.0,7500000.0,750000.0,0.0,750000.0,750000.0,750000.0,750000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['orders', 'customer']",750000.0,0.0,0.0,7500000.0,0.0,0.0,0.0,15.925723758310864,,,8.232149734021624,8.228218673561093,8.32349819898058
Job105v2,5GB,5.0,4650000.2,3911521.14592267,1.0,300000.6,7500000.0,7500000.0,7500000.0,-1.8028087918750697,-0.42228370523285813,1.0,1.0,1.0,8250000.0,5625000000000.0,4125000.0,4772970.773009196,750000.0,7500000.0,7500000.0,0.0,7500000.0,7500000.0,7500000.0,7500000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['customer', 'orders']",750000.0,0.0,0.0,7500000.0,0.0,0.0,0.0,15.925723758310864,,,7.754561822553596,7.3462887899962865,7.765155458994086
Job105v3,5GB,5.0,830000.2,1772216.00968962,1.0,20000.6,50000.0,2420000.0000000005,4000000.0,0.24925860188429905,1.4994380185809961,1.0,1.0,1.0,4050000.0,200000000000.0,2025000.0,2793071.7856868627,50000.0,4000000.0,50000.0,0.0,50000.0,50000.0,50000.0,50000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['partsupp', 'supplier']",0.0,0.0,0.0,0.0,0.0,4000000.0,50000.0,15.214227439082721,,,7.232655283320665,5.882310553563015,7.893558025360107
Job105v4,5GB,5.0,2600000.2,1949358.5355188511,1.0,400000.6,4000000.0,4000000.0,4000000.0,-1.6198064386207267,-0.5071293561159618,1.0,1.0,1.0,5000000.0,4000000000000.0,2500000.0,2121320.343559643,1000000.0,4000000.0,4000000.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['part', 'partsupp']",0.0,0.0,0.0,0.0,1000000.0,4000000.0,0.0,15.424948470398375,,,7.646195903977158,7.365060516733657,7.7745104471829745
Job106v0,5GB,4.0,250000.75,499999.5,1.0,1.0,1.0,700000.3000000003,1000000.0,-0.6666666666666665,1.1547005383792517,1.0,1.0,1.0,1000000.0,1000000.0,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,['part'],0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,13.815510557964274,900.0,6.802394763324311,,,
Job106v1,5GB,4.0,12500.75,24999.5,1.0,1.0,1.0,35000.30000000001,50000.0,-0.6666666666666661,1.1547005383792515,1.0,1.0,1.0,50000.0,50000.0,50000.0,0.0,50000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,['supplier'],0.0,0.0,0.0,0.0,0.0,0.0,50000.0,10.819778284410283,,,2.54621938980111,1.5829855984807284,2.942810078288776
Job106v2,5GB,4.0,7.0,12.0,1.0,1.0,1.0,17.800000000000004,25.0,-0.6666666666666665,1.1547005383792515,1.0,1.0,1.0,25.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,['nation'],0.0,0.0,25.0,0.0,0.0,0.0,0.0,3.2188758248682006,,,1.742501427659766,0.00995033048093319,2.3025851249694824
Job106v3,5GB,4.0,7499949.5,14999897.0,1.0,1.0,1.0,20999856.800000004,29999795.0,-0.6666666666666661,1.1547005383792515,1.0,1.0,1.0,29999795.0,29999795.0,29999795.0,0.0,29999795.0,29999795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,['lineitem'],0.0,29999795.0,0.0,0.0,0.0,0.0,0.0,17.21670110626975,,,7.271608737428659,6.520838149559124,7.995199945544045
Job106v4,5GB,4.0,1875000.75,3749999.5,1.0,1.0,1.0,5250000.300000001,7500000.0,-0.6666666666666665,1.1547005383792512,1.0,1.0,1.0,7500000.0,7500000.0,7500000.0,0.0,7500000.0,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,['orders'],0.0,0.0,0.0,7500000.0,0.0,0.0,0.0,15.830413578506539,,,7.077146287496502,6.2870942221645825,7.784653067862382
Job107v0,5GB,13.0,3196138.769230769,8363817.213767159,1.0,1.0,1.0,6800000.000000003,29999795.0,6.547706206995787,2.8184687635853987,1.0,1.0,1.0,41549795.0,4.49996925e+25,10387448.75,13424403.573424516,50000.0,29999795.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['orders', 'lineitem', 'partsupp', 'supplier']",0.0,29999795.0,0.0,7500000.0,0.0,4000000.0,50000.0,17.54240314543888,,,9.982199815975621,9.104303927776217,11.48279185007601
Job107v1,5GB,13.0,638464.1538461539,2071950.0841785439,1.0,1.0,1.0,610000.0000000006,7500000.0,7.866708096998279,3.122759682215279,1.0,1.0,1.0,8300025.0,7.03125e+18,2075006.25,3632831.5976415584,25.0,7500000.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['customer', 'nation', 'orders', 'supplier']",750000.0,0.0,25.0,7500000.0,0.0,0.0,50000.0,15.931769084810483,,,8.456161345892733,8.220378741981214,8.896774512015218
Job107v2,5GB,13.0,3249984.923076923,8344104.575682357,1.0,1.0,1.0,6800000.000000003,29999795.0,6.561036303002812,2.820805278563713,1.0,1.0,1.0,42249795.0,6.749953875e+26,10562448.75,13248130.756909553,750000.0,29999795.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['partsupp', 'lineitem', 'orders', 'customer']",750000.0,29999795.0,0.0,7500000.0,0.0,4000000.0,0.0,17.55911005968468,,,9.822616238913312,9.163851941767815,9.967421759467605
Job107v3,5GB,13.0,3269215.6923076925,8338148.644859325,1.0,1.0,1.0,6800000.000000003,29999795.0,6.561017086952857,2.820286213645888,1.0,1.0,1.0,42499795.0,8.9999385e+26,10624948.75,13186856.540782299,1000000.0,29999795.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['part', 'partsupp', 'lineitem', 'orders']",0.0,29999795.0,0.0,7500000.0,1000000.0,4000000.0,0.0,17.5650098103536,,,9.703745628907415,9.22079476751665,9.956542280119207
Job107v4,5GB,13.0,3196138.769230769,8363817.213767159,1.0,1.0,1.0,6800000.000000003,29999795.0,6.547706206995787,2.8184687635853996,1.0,1.0,1.0,41549795.0,4.49996925e+25,10387448.75,13424403.573424516,50000.0,29999795.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['lineitem', 'partsupp', 'orders', 'supplier']",0.0,29999795.0,0.0,7500000.0,0.0,4000000.0,50000.0,17.54240314543888,,,9.982199815975621,9.104303927776217,11.48279185007601
Job108v0,5GB,5.0,10005.6,22357.551695120826,1.0,1.0,1.0,30010.000000000004,50000.0,0.24999891943867825,1.499999189903043,1.0,1.0,1.0,50000.0,50000.0,50000.0,0.0,50000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,25.0,1.0,0.0,1.0,1.0,['supplier'],0.0,0.0,0.0,0.0,0.0,0.0,50000.0,10.819778284410283,,,2.6150257385486895,2.163450805220486,2.855086677418877
Job108v1,5GB,5.0,6.6,10.430723848324238,1.0,1.0,1.0,17.0,25.0,0.10402249134948027,1.4035141563500906,1.0,1.0,1.0,25.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,['nation'],0.0,0.0,25.0,0.0,0.0,0.0,0.0,3.2188758248682006,,,1.7382044204988307,0.00995033048093319,2.3025851249694824
Job108v2,5GB,5.0,5999960.2,13416315.515391296,1.0,1.0,1.0,17999878.200000003,29999795.0,0.24999999999997957,1.4999999999999842,1.0,1.0,1.0,29999795.0,29999795.0,29999795.0,0.0,29999795.0,29999795.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,['lineitem'],0.0,29999795.0,0.0,0.0,0.0,0.0,0.0,17.21670110626975,,,7.1526633314797925,6.1398451560813605,8.076866625493494
Job108v3,5GB,5.0,1519999.8,3343202.141660701,1.0,1.0,1.0,4539998.400000001,7500000.0,0.24915583040250588,1.499373822439573,1.0,1.0,1.0,7500000.0,7500000.0,7500000.0,0.0,7500000.0,7500000.0,0.0,0.0,0.0,0.0,0.0,0.0,99996.0,0.0,99996.0,99996.0,1.0,0.0,1.0,1.0,['orders'],0.0,0.0,0.0,7500000.0,0.0,0.0,0.0,15.830413578506539,,,6.988197149473391,5.720963246647623,8.294242448519741
Job108v4,5GB,5.0,150001.6,335409.3022022496,1.0,1.0,1.0,450002.00000000006,750000.0,0.2499999998666662,1.4999999998999995,1.0,1.0,1.0,750000.0,750000.0,750000.0,0.0,750000.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,['customer'],750000.0,0.0,0.0,0.0,0.0,0.0,0.0,13.527828485512494,,,5.706821665510407,5.247024059295654,6.040254592895508
Job109v0,5GB,7.0,2250000.5714285714,3596873.2254557274,1.0,1.0,1.0,7500000.0,7500000.0,-1.1099558653187744,0.9302619690921458,1.0,1.0,1.0,8250000.0,5625000000000.0,4125000.0,4772970.773009196,750000.0,7500000.0,7500000.0,0.0,7500000.0,7500000.0,7500000.0,7500000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,"['customer', 'orders']",750000.0,0.0,0.0,7500000.0,0.0,0.0,0.0,15.925723758310864,,,7.669644425333112,7.36972058328154,7.955590257444105
