plan_id,data_id,outCardinality_count,outCardinality_mean,outCardinality_std,outCardinality_min,outCardinality_10%,outCardinality_50%,outCardinality_90%,outCardinality_max,outCardinality_kurtosis,outCardinality_skew,complexity_mean,complexity_std,complexity_min,complexity_max,selectivity_mean,selectivity_min,selectivity_max,sourceCardinalitySum,sourceCardinalityProd,sourceOutCard_mean,sourceOutCard_std,sourceOutCard_min,sourceOutCard_max,joinOutCard_mean,joinOutCard_std,joinOutCard_min,joinOutCard_max,joinOutCard_sum,joinOutCard_prod,groupbyOutCard_mean,groupbyOutCard_std,groupbyOutCard_min,groupbyOutCard_max,filterOutCard_mean,filterOutCard_std,filterOutCard_min,filterOutCard_max,tables,t_0,t_1,t_2,t_3,t_4,t_5,t_6,Log_sourceCardinalitySum
Job103v2,5GB,12.0,1173958.3333333333,1396906.6712225485,12500.0,12500.0,1000000.0,3700000.000000001,4000000.0,0.5064382983769922,1.358116445911596,19395833.333333332,39651955.86811156,125000.0,100000000.0,0.85,0.25,1.0,4050000.0,200000000000.0,2025000.0,2793071.7856868627,50000.0,4000000.0,1000000.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,506250.0,698267.9464217157,12500.0,1000000.0,"['partsupp', 'supplier']",0.0,0.0,0.0,0.0,0.0,4000000.0,50000.0,15.214227439082721
Job103v3,5GB,12.0,9083273.541666666,9713636.274011236,500000.0,500000.0,7999948.75,14999897.5,29999795.0,-0.46259123465605834,0.6838450932550456,284414787.5,598271604.6268772,500000.0,1499989750.0,0.9,0.5,1.0,30999795.0,29999795000000.0,15499897.5,20505951.697519735,1000000.0,29999795.0,14999897.5,0.0,14999897.5,14999897.5,14999897.5,14999897.5,0.0,0.0,0.0,0.0,7749948.75,10252975.848759867,500000.0,14999897.5,"['part', 'lineitem']",0.0,29999795.0,0.0,0.0,1000000.0,0.0,0.0,17.249491149524328
Job103v4,5GB,12.0,8770773.541666666,10008475.171592215,37500.0,37500.0,7524948.75,14999897.5,29999795.0,-0.5738329164919409,0.6426114250646843,275700204.1666667,602730376.5651957,37500.0,1499989750.0,0.925,0.5,1.0,30049795.0,1499989750000.0,15024897.5,21177703.139646955,50000.0,29999795.0,14999897.5,0.0,14999897.5,14999897.5,14999897.5,14999897.5,0.0,0.0,0.0,0.0,7518698.75,10580012.735058645,37500.0,14999897.5,"['supplier', 'lineitem']",0.0,29999795.0,0.0,0.0,0.0,0.0,50000.0,17.218366396958828
Job104v0,5GB,16.0,11843679.59375,8902589.404369118,1.0,1000000.0,11249948.75,22499846.25,29999795.0,0.023020277445150228,0.735535191539917,379426785.0,562848590.9092593,1000000.0,1499989750.0,0.9166666666666666,0.5,1.0,38499795.0,2.249984625e+20,12833265.0,15217746.685389234,1000000.0,29999795.0,14999897.5,0.0,14999897.5,14999897.5,29999795.0,224996925010506.25,0.0,0.0,0.0,0.0,11249923.125,5303264.61967657,7499948.75,14999897.5,"['part', 'lineitem', 'orders']",0.0,29999795.0,0.0,7500000.0,1000000.0,0.0,0.0,17.46616347456851
Job104v1,5GB,16.0,160942.25,293072.6845229695,1.0,12.5,50000.0,750000.0,750000.0,0.5321256138880659,1.5799265780095761,11807357.142857144,28004052.45296992,250.0,75000000.0,0.8958333333333334,0.25,1.0,800025.0,937500000000.0,266675.0,419316.9050670388,25.0,750000.0,50000.0,0.0,50000.0,50000.0,100000.0,2500000000.0,0.0,0.0,0.0,0.0,6256.25,8829.995930067013,12.5,12500.0,"['supplier', 'nation', 'customer']",750000.0,0.0,25.0,0.0,0.0,0.0,50000.0,13.592398256161793
Job104v2,5GB,16.0,762112.5625,1606508.9346317777,1.0,25.0,12500.0,4000000.0,4000000.0,0.5636218412654781,1.6009627479357809,63110717.85714286,149287794.68607682,25.0,400000000.0,0.9166666666666666,0.25,1.0,4050025.0,5000000000000.0,1350008.3333333333,2295096.1309296684,25.0,4000000.0,12500.0,0.0,12500.0,12500.0,25000.0,156250000.0,0.0,0.0,0.0,0.0,10937.5,2209.7086912079612,9375.0,12500.0,"['nation', 'supplier', 'partsupp']",0.0,0.0,25.0,0.0,0.0,4000000.0,50000.0,15.214233611903175
Job104v3,5GB,16.0,13759285.375,13795749.600951111,1.0,50000.0,9499948.75,29999795.0,29999795.0,-1.762495168066584,0.2453652899991052,33642769.28571428,32665888.48642028,500000.0,100000000.0,0.8958333333333334,0.25,1.0,34049795.0,5.999959e+18,11349931.666666666,16271560.366603086,50000.0,29999795.0,29999795.0,0.0,29999795.0,29999795.0,59999590.0,899987700042025.0,0.0,0.0,0.0,0.0,7999948.75,9899422.458166594,1000000.0,14999897.5,"['lineitem', 'partsupp', 'supplier']",0.0,29999795.0,0.0,0.0,0.0,4000000.0,50000.0,17.343334569983668
Job104v4,5GB,16.0,11531182.796875,8985509.589163605,1.0,3749974.375,11249948.75,22499846.25,29999795.0,-0.06838950732281113,0.8504820432145179,325355356.4285714,541768940.3337225,7500000.0,1499989750.0,0.8958333333333334,0.25,1.0,41499795.0,8.9999385e+20,13833265.0,14109571.89927019,4000000.0,29999795.0,14999897.5,0.0,14999897.5,14999897.5,29999795.0,224996925010506.25,0.0,0.0,0.0,0.0,9374935.9375,7954896.929514856,3749974.375,14999897.5,"['orders', 'lineitem', 'partsupp']",0.0,29999795.0,0.0,7500000.0,0.0,4000000.0,0.0,17.54119904542969
Job105v0,5GB,9.0,21722079.861111112,10630388.413391918,4000000.0,4000000.0,22499846.25,29999795.0,29999795.0,-0.6207047983897396,-0.9780534109603995,773119785.3125,1484590450.9813452,22499846.25,2999979500.0,0.9642857142857143,0.75,1.0,33999795.0,119999180000000.0,16999897.5,18384631.353960093,4000000.0,29999795.0,29999795.0,0.0,29999795.0,29999795.0,29999795.0,29999795.0,0.0,0.0,0.0,0.0,22499846.25,0.0,22499846.25,22499846.25,"['lineitem', 'partsupp']",0.0,29999795.0,0.0,0.0,0.0,4000000.0,0.0,17.341865053150492
Job105v1,5GB,9.0,4125000.0,3231316.488677641,750000.0,750000.0,1875000.0,7500000.0,7500000.0,-1.896694214876033,0.16785203315363556,191718750.0,372196945.7239675,1875000.0,750000000.0,0.8928571428571429,0.25,1.0,8250000.0,5625000000000.0,4125000.0,4772970.773009196,750000.0,7500000.0,7500000.0,0.0,7500000.0,7500000.0,7500000.0,7500000.0,0.0,0.0,0.0,0.0,1875000.0,0.0,1875000.0,1875000.0,"['orders', 'customer']",750000.0,0.0,0.0,7500000.0,0.0,0.0,0.0,15.925723758310864
Job105v2,5GB,9.0,5375000.0,2762047.474248044,750000.0,750000.0,5625000.0,7500000.0,7500000.0,-0.5917624073562826,-1.0031657423703886,207843750.0,363024840.9630531,750000.0,750000000.0,0.9642857142857143,0.75,1.0,8250000.0,5625000000000.0,4125000.0,4772970.773009196,750000.0,7500000.0,7500000.0,0.0,7500000.0,7500000.0,7500000.0,7500000.0,0.0,0.0,0.0,0.0,5625000.0,0.0,5625000.0,5625000.0,"['customer', 'orders']",750000.0,0.0,0.0,7500000.0,0.0,0.0,0.0,15.925723758310864
Job105v3,5GB,9.0,2666666.6666666665,1322875.6555322951,1000000.0,1000000.0,2000000.0,4000000.0,4000000.0,-1.683673469387755,-0.03818017741606028,104000000.0,197362610.44078234,2000000.0,400000000.0,0.9285714285714286,0.5,1.0,5000000.0,4000000000000.0,2500000.0,2121320.343559643,1000000.0,4000000.0,4000000.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,2000000.0,0.0,2000000.0,2000000.0,"['partsupp', 'part']",0.0,0.0,0.0,0.0,1000000.0,4000000.0,0.0,15.424948470398375
Job105v4,5GB,9.0,16055447.361111112,13466170.503512181,1000000.0,1000000.0,7499948.75,29999795.0,29999795.0,-1.8450785785729784,0.11628719300376385,827119349.6875,1455269430.3972046,1000000.0,2999979500.0,0.8928571428571429,0.25,1.0,30999795.0,29999795000000.0,15499897.5,20505951.697519735,1000000.0,29999795.0,29999795.0,0.0,29999795.0,29999795.0,29999795.0,29999795.0,0.0,0.0,0.0,0.0,7499948.75,0.0,7499948.75,7499948.75,"['part', 'lineitem']",0.0,29999795.0,0.0,0.0,1000000.0,0.0,0.0,17.249491149524328
Job106v0,5GB,8.0,1000000.75,1851639.736635053,1.0,1.0,1.0,4000000.0,4000000.0,-0.6666666666666665,1.1547005383792517,800024.2,1788840.85424562,1.0,4000000.0,1.0,1.0,1.0,4000000.0,4000000.0,4000000.0,0.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['partsupp'],0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,15.201804919084164
Job106v1,5GB,8.0,250000.75,462909.58697622584,1.0,1.0,1.0,1000000.0,1000000.0,-0.6666666666666665,1.1547005383792517,200024.2,447200.06911694456,1.0,1000000.0,1.0,1.0,1.0,1000000.0,1000000.0,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['part'],0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,13.815510557964274
Job106v2,5GB,8.0,12500.75,23145.0395842639,1.0,1.0,1.0,50000.0,50000.0,-0.6666666666666665,1.1547005383792515,10024.2,22347.18814974269,1.0,50000.0,1.0,1.0,1.0,50000.0,50000.0,50000.0,0.0,50000.0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['supplier'],0.0,0.0,0.0,0.0,0.0,0.0,50000.0,10.819778284410283
Job106v3,5GB,8.0,7.0,11.109841197270617,1.0,1.0,1.0,25.0,25.0,-0.6666666666666665,1.1547005383792515,29.2,40.505555174568336,1.0,100.0,1.0,1.0,1.0,25.0,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['nation'],0.0,0.0,25.0,0.0,0.0,0.0,0.0,3.2188758248682006
Job106v4,5GB,8.0,7499949.5,13887206.137117995,1.0,1.0,1.0,29999795.0,29999795.0,-0.6666666666666665,1.1547005383792515,5999983.2,13416302.658061339,1.0,29999795.0,1.0,1.0,1.0,29999795.0,29999795.0,29999795.0,0.0,29999795.0,29999795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['lineitem'],0.0,29999795.0,0.0,0.0,0.0,0.0,0.0,17.21670110626975
Job107v0,5GB,10.0,329959.0,366077.96919053554,25.0,25.0,149745.0,750000.0,750000.0,-1.8037225058246158,0.3367862583799816,1650555.0,3285987.190822569,25.0,7500000.0,0.8999575,0.19966,1.0,750025.0,18750000.0,375012.5,530312.408220381,25.0,750000.0,750000.0,0.0,750000.0,750000.0,750000.0,750000.0,0.0,0.0,0.0,0.0,149745.0,0.0,149745.0,149745.0,"['nation', 'customer']",750000.0,0.0,25.0,0.0,0.0,0.0,0.0,13.527861818290283
Job107v1,5GB,10.0,21199856.5,12281788.207057906,1000000.0,1000000.0,29999795.0,29999795.0,29999795.0,-0.9820157218348555,-0.8137851642445616,726195039.0,1279060138.8116627,1000000.0,2999979500.0,0.9375,0.5,1.0,30999795.0,29999795000000.0,15499897.5,20505951.697519735,1000000.0,29999795.0,29999795.0,0.0,29999795.0,29999795.0,29999795.0,29999795.0,0.0,0.0,0.0,0.0,14999897.5,0.0,14999897.5,14999897.5,"['lineitem', 'part']",0.0,29999795.0,0.0,0.0,1000000.0,0.0,0.0,17.249491149524328
Job107v2,5GB,10.0,4951890.0,3299322.0327818864,750000.0,750000.0,7500000.0,7500000.0,7500000.0,-1.7942703915585432,-0.42621553337168105,181650000.0,319696418.4972988,750000.0,750000000.0,0.9001575,0.20126000000000002,1.0,8250000.0,5625000000000.0,4125000.0,4772970.773009196,750000.0,7500000.0,7500000.0,0.0,7500000.0,7500000.0,7500000.0,7500000.0,0.0,0.0,0.0,0.0,1509450.0000000002,0.0,1509450.0000000002,1509450.0000000002,"['orders', 'customer']",750000.0,0.0,0.0,7500000.0,0.0,0.0,0.0,15.925723758310864
Job107v3,5GB,10.0,487505.0,344593.35954780737,25.0,25.0,750000.0,750000.0,750000.0,-1.6198520181224347,-0.5071080693946473,18150005.0,31980263.80637166,25.0,75000000.0,0.90625,0.25,1.0,750025.0,18750000.0,375012.5,530312.408220381,25.0,750000.0,750000.0,0.0,750000.0,750000.0,750000.0,750000.0,0.0,0.0,0.0,0.0,187500.0,0.0,187500.0,187500.0,"['customer', 'nation']",750000.0,0.0,25.0,0.0,0.0,0.0,0.0,13.527861818290283
Job107v4,5GB,10.0,3000000.0,1333333.3333333333,1000000.0,1000000.0,4000000.0,4000000.0,4000000.0,-1.4374999999999998,-0.5929270612815711,97000000.0,170420069.24068537,1000000.0,400000000.0,0.9375,0.5,1.0,5000000.0,4000000000000.0,2500000.0,2121320.343559643,1000000.0,4000000.0,4000000.0,0.0,4000000.0,4000000.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,2000000.0,0.0,2000000.0,2000000.0,"['partsupp', 'part']",0.0,0.0,0.0,0.0,1000000.0,4000000.0,0.0,15.424948470398375
Job108v0,5GB,8.0,375000.0,245495.12651549143,187500.0,187500.0,281250.0,750000.0,750000.0,-0.9999999999999996,0.816496580927726,5859375.0,8734864.14104421,187500.0,18750000.0,0.8571428571428571,0.5,1.0,750000.0,750000.0,750000.0,0.0,750000.0,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281250.0,132582.52147247767,187500.0,375000.0,['customer'],750000.0,0.0,0.0,0.0,0.0,0.0,0.0,13.527828485512494
Job108v1,5GB,8.0,1375000.0,1652919.4950580192,250000.0,250000.0,625000.0,4000000.0,4000000.0,-0.7820069204152249,1.0272097060362337,9812500.0,10892227.733572228,250000.0,25000000.0,0.7857142857142857,0.25,1.0,4000000.0,4000000.0,4000000.0,0.0,4000000.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625000.0,530330.0858899107,250000.0,1000000.0,['partsupp'],0.0,0.0,0.0,0.0,0.0,4000000.0,0.0,15.201804919084164
Job108v2,5GB,8.0,375000.0,389596.8612369898,125000.0,125000.0,187500.0,1000000.0,1000000.0,-0.7231833910034604,1.0895204232582916,4031250.0,5730378.659681517,125000.0,12500000.0,0.8214285714285714,0.25,1.0,1000000.0,1000000.0,1000000.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187500.0,88388.34764831843,125000.0,250000.0,['part'],0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,13.815510557964274
